8soJrIoB0BJ1Q3TknASu,"A boy is playing a wooden flute.","A man is seasoning some carrots.",1.7689339
Rl-4qYoBStwCXBRBJv4Z,"A boy is playing a wooden flute.","A young woman is putting stickers all over her face.",1.7680418
xifPqYoBoyxv99w-1yZl,"A boy is playing a wooden flute.","A woman is slicing some tomatoes.",1.7675408
z8r9q4oB0BJ1Q3Tk1QRb,"A boy is playing a wooden flute.","A woman is cutting an onion.",1.7640238
R1-4qYoBStwCXBRBe_4m,"A boy is playing a wooden flute.","A woman is wrapping tofu.",1.7640071
8coJrIoB0BJ1Q3TkRwQx,"A boy is playing a wooden flute.","Two women are dancing and singing in front of a crowd.",1.7632272
T1-6qYoBStwCXBRB1P6w,"A boy is playing a wooden flute.","A woman is taking a bath.",1.7609193
6soGrIoB0BJ1Q3Tk8gQD,"A boy is playing a wooden flute.","A woman is cracking eggs.",1.7592624
48oErIoB0BJ1Q3TkmASn,"A boy is playing a wooden flute.","A woman is swimming underwater.",1.7557153
68oHrIoB0BJ1Q3TkRwRS,"A boy is playing a wooden flute.","A woman peels garlic with her hands.",1.7556379
2MoArIoB0BJ1Q3Tk6gRm,"A boy is playing a wooden flute.","A woman is peeling shrimp.",1.7528379
O1-0qYoBStwCXBRBz_4R,"A boy is playing a wooden flute.","The woman is styling her hair.",1.7491326
OF-zqYoBStwCXBRBz_7I,"A boy is playing a wooden flute.","A man attacks a woman.",1.7491026
9coKrIoB0BJ1Q3TkpQSv,"A boy is playing a wooden flute.","The lady peeled the potatoe.",1.7458631
7MoHrIoB0BJ1Q3TknAR4,"A boy is playing a wooden flute.","The polar bears fought over the kill.",1.7370043
KF-uqYoBStwCXBRBYv64,"A boy is playing a wooden flute.","One woman is measuring another woman's ankle.",1.7356834
